GENEID,TXNAME,TXCHROM,TXSTRAND,exonic.gene.sizes
FBgn0003401,FBtr0072237,2R,-,1694
FBgn0003410,FBtr0075332,3L,+,3257
FBgn0003411,FBtr0073461,X,-,779
FBgn0003415,FBtr0078329,3L,-,12307
FBgn0003416,FBtr0074230,X,+,5678
FBgn0003423,FBtr0307525,X,+,4305
FBgn0003429,FBtr0084683,3R,+,10153
FBgn0003430,FBtr0077499,2L,+,1425
FBgn0003435,FBtr0310331,2R,-,16635
FBgn0003444,FBtr0078129,2L,+,4008
FBgn0003447,FBtr0301679,X,+,3507
FBgn0003448,FBtr0080739,2L,-,1668
FBgn0003449,FBtr0070748,X,+,835
FBgn0003450,FBtr0082716,3R,-,1435
FBgn0003459,FBtr0333042,3L,-,4334
FBgn0003460,FBtr0088970,2R,+,2786
FBgn0003462,FBtr0076229,3L,-,735
FBgn0003463,FBtr0340346,X,-,6442
FBgn0003464,FBtr0089678,X,+,5724
FBgn0003475,FBtr0307894,2L,+,6505
FBgn0003479,FBtr0085589,3R,-,1342
FBgn0003480,FBtr0082933,3R,+,1384
FBgn0003482,FBtr0085116,3R,+,1026
FBgn0003483,FBtr0083183,3R,+,4678
FBgn0003486,FBtr0077130,3L,-,2489
FBgn0003495,FBtr0112834,3R,-,2364
FBgn0003499,FBtr0083542,3R,+,8113
FBgn0003502,FBtr0112836,2L,-,9022
FBgn0003507,FBtr0100595,3R,+,5831
FBgn0003510,FBtr0346862,3R,+,3300
FBgn0003511,FBtr0085556,3R,+,3300
FBgn0003512,FBtr0085558,3R,+,1546
FBgn0003513,FBtr0083318,3R,-,5191
FBgn0003514,FBtr0345294,X,-,1578
FBgn0003515,FBtr0075391,3L,+,2146
FBgn0003517,FBtr0339593,X,-,1338
FBgn0003520,FBtr0086784,2R,-,5369
FBgn0003525,FBtr0085397,3R,-,3064
FBgn0003527,FBtr0087825,2R,+,1171
FBgn0003545,FBtr0086881,2R,-,2460
FBgn0003557,FBtr0339529,2L,+,4798
FBgn0003559,FBtr0306545,X,+,3014
FBgn0003567,FBtr0082945,3R,-,3682
FBgn0003575,FBtr0070120,X,+,5047
FBgn0003598,FBtr0301657,3R,+,5051
FBgn0003607,FBtr0079635,2L,-,1109
FBgn0003612,FBtr0088571,2R,+,5039
FBgn0003638,FBtr0302884,X,+,5658
FBgn0003651,FBtr0082562,3R,+,5595
FBgn0003654,FBtr0089398,X,-,3304
FBgn0003655,FBtr0070922,X,-,2022
FBgn0003656,FBtr0071126,X,-,5963
FBgn0003660,FBtr0339455,2R,-,1237
FBgn0003676,FBtr0084290,3R,-,1980
FBgn0003683,FBtr0075112,3L,-,1469
FBgn0003687,FBtr0071679,2R,-,1387
FBgn0003701,FBtr0340283,2R,-,4578
FBgn0003710,FBtr0073219,3L,+,4084
FBgn0003714,FBtr0070459,X,-,1596
FBgn0003716,FBtr0079089,2L,-,4433
FBgn0003719,FBtr0084691,3R,+,3359
FBgn0003720,FBtr0085709,3R,+,1965
FBgn0003721,FBtr0479735,3R,+,9804
FBgn0003731,FBtr0071653,2R,+,6947
FBgn0003733,FBtr0088938,2R,-,3131
FBgn0003741,FBtr0075364,3L,-,862
FBgn0003742,FBtr0089615,2R,-,1844
FBgn0003744,FBtr0332154,3L,-,2816
FBgn0003747,FBtr0070802,X,+,1490
FBgn0003748,FBtr0071535,2R,+,4369
FBgn0003751,FBtr0080078,2L,-,882
FBgn0003861,FBtr0085513,3R,-,4149
FBgn0003862,FBtr0082947,3R,-,14052
FBgn0003863,FBtr0088161,2R,-,860
FBgn0003865,FBtr0073582,X,-,887
FBgn0003866,FBtr0085906,2L,+,4732
FBgn0003867,FBtr0084164,3R,-,2059
FBgn0003870,FBtr0085826,3R,+,7557
FBgn0003882,FBtr0302338,3R,+,2006
FBgn0003884,FBtr0081639,3R,+,1752
FBgn0003885,FBtr0081538,3R,+,1980
FBgn0003886,FBtr0082087,3R,-,1560
FBgn0003888,FBtr0072270,2R,+,2518
FBgn0003889,FBtr0082046,3R,-,1841
FBgn0003890,FBtr0300611,3R,-,1869
FBgn0003891,FBtr0071582,2R,+,8830
FBgn0003892,FBtr0089427,2R,+,5521
FBgn0003896,FBtr0081111,2L,-,3314
FBgn0003900,FBtr0345653,2R,+,2388
FBgn0003916,FBtr0078028,2L,-,164
FBgn0003920,FBtr0074208,X,+,192
FBgn0003922,FBtr0081313,2L,-,192
FBgn0003923,FBtr0081293,2L,+,191
FBgn0003926,FBtr0077928,2L,+,211
FBgn0003930,FBtr0081489,2L,-,143
FBgn0003931,FBtr0081292,2L,+,142
FBgn0003933,FBtr0074249,X,-,110
FBgn0003934,FBtr0077658,2L,+,131
FBgn0003935,FBtr0080451,2L,+,127
FBgn0003936,FBtr0080770,2L,-,126
FBgn0003938,FBtr0073017,3L,+,123
FBgn0003941,FBtr0077470,2L,+,659
FBgn0003942,FBtr0080016,2L,+,592
FBgn0003943,FBtr0073179,3L,-,3138
FBgn0003944,FBtr0083347,3R,-,4282
FBgn0003950,FBtr0077259,X,-,4775
FBgn0003961,FBtr0079486,2L,+,1262
FBgn0003963,FBtr0333012,2L,+,6706
FBgn0003964,FBtr0070346,X,-,3038
FBgn0003965,FBtr0073386,X,+,1305
FBgn0003969,FBtr0340415,X,-,4457
FBgn0003975,FBtr0087785,2R,+,3463
FBgn0003977,FBtr0072037,2R,-,5867
FBgn0003978,FBtr0081347,2L,-,1310
FBgn0003979,FBtr0333232,2L,-,745
FBgn0003980,FBtr0079171,2L,+,636
FBgn0003983,FBtr0080521,2L,-,491
FBgn0003984,FBtr0300010,3L,-,5239
FBgn0003996,FBtr0070490,X,-,2352
FBgn0003997,FBtr0075133,3L,-,4018
FBgn0004003,FBtr0340470,2R,+,1319
FBgn0004034,FBtr0070071,X,+,2038
FBgn0004045,FBtr0346261,X,+,1611
FBgn0004047,FBtr0073821,X,+,1868
FBgn0004049,FBtr0082793,3R,-,4464
FBgn0004050,FBtr0070435,X,+,2599
FBgn0004052,FBtr0075549,3L,+,453
FBgn0004053,FBtr0081670,3R,-,1267
FBgn0004054,FBtr0290296,3R,-,1002
FBgn0004055,FBtr0072397,2R,+,4114
FBgn0004057,FBtr0074748,X,+,2512
FBgn0004066,FBtr0074210,X,+,1176
FBgn0004087,FBtr0110910,3R,+,662
FBgn0004101,FBtr0290089,2R,+,4791
FBgn0004102,FBtr0331305,X,-,5041
FBgn0004103,FBtr0082595,3R,-,2203
FBgn0004106,FBtr0080051,2L,-,1082
FBgn0004107,FBtr0083921,3R,+,2299
FBgn0004108,FBtr0304018,3L,+,4281
FBgn0004110,FBtr0084086,3R,+,1664
FBgn0004117,FBtr0083078,3R,+,2613
FBgn0004118,FBtr0084681,3R,-,4018
FBgn0004132,FBtr0088953,2R,-,704
FBgn0004133,FBtr0300368,2R,-,2848
FBgn0004143,FBtr0299565,X,+,846
FBgn0004167,FBtr0303857,3L,+,14454
FBgn0004168,FBtr0086577,2R,+,5019
FBgn0004169,FBtr0308234,X,-,2530
FBgn0004170,FBtr0070073,X,+,1438
FBgn0004171,FBtr0085278,3R,+,1066
FBgn0004172,FBtr0081584,3R,+,358
FBgn0004173,FBtr0081586,3R,-,415
FBgn0004174,FBtr0081587,3R,-,363
FBgn0004175,FBtr0081588,3R,-,415
FBgn0004177,FBtr0343416,2L,+,3102
FBgn0004179,FBtr0344983,3L,+,3081
FBgn0004181,FBtr0333174,2R,-,1529
FBgn0004183,FBtr0078851,3R,-,164
FBgn0004185,FBtr0084528,3R,-,164
FBgn0004186,FBtr0084488,3R,+,164
FBgn0004187,FBtr0084487,3R,+,164
FBgn0004188,FBtr0084650,3R,+,107
FBgn0004189,FBtr0084651,3R,+,107
FBgn0004190,FBtr0084652,3R,+,107
FBgn0004191,FBtr0080486,2L,-,192
FBgn0004192,FBtr0080443,2L,+,192
FBgn0004197,FBtr0085128,3R,-,5831
FBgn0004198,FBtr0331733,X,+,12443
FBgn0004227,FBtr0074232,X,+,8029
FBgn0004228,FBtr0303786,3L,-,1219
FBgn0004237,FBtr0310621,3R,-,2759
FBgn0004240,FBtr0086620,2R,+,496
FBgn0004242,FBtr0345331,2L,-,7190
FBgn0004244,FBtr0076536,3L,-,8994
FBgn0004359,FBtr0085065,3R,+,2449
FBgn0004360,FBtr0088512,2R,+,2240
FBgn0004362,FBtr0345487,2R,+,1965
FBgn0004363,FBtr0305260,2L,-,2858
FBgn0004364,FBtr0086309,2R,+,5422
FBgn0004367,FBtr0074271,X,+,7899
FBgn0004368,FBtr0070725,X,+,7229
FBgn0004369,FBtr0303148,3R,+,9139
FBgn0004370,FBtr0073522,X,+,8708
FBgn0004372,FBtr0073006,3L,-,2267
FBgn0004373,FBtr0072516,3L,-,7436
FBgn0004374,FBtr0081332,2L,+,3592
FBgn0004378,FBtr0072733,3L,-,3871
FBgn0004379,FBtr0076499,3L,-,3086
FBgn0004380,FBtr0077157,3L,-,2529
FBgn0004381,FBtr0076030,3L,+,2998
FBgn0004387,FBtr0085211,3R,-,5530
FBgn0004389,FBtr0085754,3R,+,1028
FBgn0004390,FBtr0076368,3L,-,5434
FBgn0004391,FBtr0074077,X,-,6481
FBgn0004394,FBtr0340540,2L,+,4624
FBgn0004395,FBtr0337052,3R,-,6328
FBgn0004396,FBtr0075557,3L,+,4498
FBgn0004397,FBtr0070420,X,-,3933
FBgn0004400,FBtr0086897,2R,-,1570
FBgn0004401,FBtr0075199,3L,-,2792
FBgn0004403,FBtr0071094,X,+,877
FBgn0004404,FBtr0071096,X,+,597
FBgn0004406,FBtr0080571,2L,-,3679
FBgn0004407,FBtr0091627,2L,-,1570
FBgn0004414,FBtr0334114,3L,+,648
FBgn0004419,FBtr0079975,2L,+,1845
FBgn0004425,FBtr0072628,3L,+,611
FBgn0004426,FBtr0347605,3L,+,242
FBgn0004427,FBtr0072634,3L,-,480
FBgn0004428,FBtr0072630,3L,+,580
FBgn0004429,FBtr0072633,3L,-,615
FBgn0004430,FBtr0072631,3L,+,492
FBgn0004431,FBtr0072637,3L,-,564
FBgn0004432,FBtr0074238,X,-,1227
FBgn0004435,FBtr0333101,2R,+,6910
FBgn0004436,FBtr0078849,3R,-,2166
FBgn0004449,FBtr0078509,3L,-,13109
FBgn0004456,FBtr0073732,X,-,5204
FBgn0004463,FBtr0087977,2R,+,3532
FBgn0004465,FBtr0075359,3L,-,1412
FBgn0004507,FBtr0100485,2L,+,3144
FBgn0004509,FBtr0089982,3R,-,9128
FBgn0004510,FBtr0085088,3R,-,1858
FBgn0004511,FBtr0073612,X,-,4075
FBgn0004512,FBtr0302198,2R,-,4396
FBgn0004513,FBtr0077011,3L,-,4135
FBgn0004514,FBtr0078479,3L,+,3682
FBgn0004516,FBtr0073276,3L,-,3684
FBgn0004552,FBtr0073213,3L,+,536
FBgn0004554,FBtr0300767,3R,-,604
FBgn0004556,FBtr0075347,3L,-,2209
FBgn0004567,FBtr0077500,2L,+,2346
FBgn0004569,FBtr0075408,3L,-,2822
FBgn0004573,FBtr0334508,3R,-,4486
FBgn0004574,FBtr0310632,3L,-,2638
FBgn0004575,FBtr0089477,3R,+,5803
FBgn0004577,FBtr0089287,3R,+,2630
FBgn0004580,FBtr0340072,2R,+,2754
FBgn0004581,FBtr0072232,2R,-,4159
FBgn0004583,FBtr0078059,2L,+,6672
FBgn0004584,FBtr0077678,2L,-,2551
FBgn0004587,FBtr0082801,3R,+,4313
FBgn0004588,FBtr0075587,3L,-,412
FBgn0004589,FBtr0303460,3L,+,472
FBgn0004590,FBtr0075586,3L,-,639
FBgn0004591,FBtr0075572,3L,+,415
FBgn0004592,FBtr0075585,3L,-,1486
FBgn0004593,FBtr0075584,3L,-,420
FBgn0004594,FBtr0075573,3L,+,413
FBgn0004595,FBtr0304604,3R,+,24892
FBgn0004597,FBtr0083010,3R,-,1142
FBgn0004598,FBtr0074261,X,+,6474
FBgn0004606,FBtr0085701,3R,+,6915
FBgn0004607,FBtr0332913,4,+,12424
FBgn0004611,FBtr0078047,2L,+,7774
FBgn0004618,FBtr0083584,3R,-,3399
FBgn0004619,FBtr0076982,3L,+,3810
FBgn0004620,FBtr0079106,2L,+,3253
FBgn0004622,FBtr0085507,3R,-,2880
FBgn0004623,FBtr0074949,3L,+,1466
FBgn0004629,FBtr0082980,3R,-,484
FBgn0004635,FBtr0072694,3L,+,3000
FBgn0004636,FBtr0332671,3L,-,3012
FBgn0004638,FBtr0087698,2R,-,2946
FBgn0004643,FBtr0070441,X,+,2567
FBgn0004644,FBtr0100506,3R,-,2370
FBgn0004646,FBtr0309873,X,-,3940
FBgn0004647,FBtr0304659,X,+,10150
FBgn0004648,FBtr0070085,X,+,8583
FBgn0004649,FBtr0073897,X,+,6351
FBgn0004650,FBtr0070207,X,+,6581
FBgn0004652,FBtr0083644,3R,-,18433
FBgn0004654,FBtr0070384,X,+,1895
FBgn0004655,FBtr0344159,X,-,7054
FBgn0004656,FBtr0333307,X,-,15685
FBgn0004657,FBtr0071105,X,+,4482
FBgn0004666,FBtr0082711,3R,+,3547
FBgn0004687,FBtr0308579,X,-,1399
FBgn0004698,FBtr0308700,2R,+,4830
FBgn0004777,FBtr0081689,3R,+,1097
FBgn0004778,FBtr0081695,3R,-,580
FBgn0004779,FBtr0081694,3R,-,754
FBgn0004780,FBtr0081690,3R,+,735
FBgn0004781,FBtr0081693,3R,-,1060
FBgn0004782,FBtr0081692,3R,-,834
FBgn0004783,FBtr0081691,3R,+,765
FBgn0004784,FBtr0087047,2R,+,2351
FBgn0004795,FBtr0340029,2R,+,4477
FBgn0004797,FBtr0080915,2L,+,2689
FBgn0004811,FBtr0081316,2L,-,2435
FBgn0004828,FBtr0340343,X,-,2552
FBgn0004832,FBtr0070670,X,-,1178
FBgn0004837,FBtr0346621,2L,+,2950
FBgn0004838,FBtr0301403,2L,+,8693
FBgn0004839,FBtr0088028,2R,-,4769
FBgn0004841,FBtr0082315,3R,-,3223
FBgn0004842,FBtr0345268,3R,+,2302
FBgn0004852,FBtr0074897,3L,+,5320
FBgn0004854,FBtr0074429,X,+,3142
FBgn0004855,FBtr0082925,3R,+,1035
FBgn0004856,FBtr0333809,X,-,2403
FBgn0004858,FBtr0080637,2L,-,3326
FBgn0004859,FBtr0089178,4,-,5651
FBgn0004860,FBtr0070433,X,-,6126
FBgn0004861,FBtr0070432,X,-,6887
FBgn0004862,FBtr0084087,3R,+,1449
FBgn0004863,FBtr0084111,3R,+,1856
FBgn0004864,FBtr0073457,X,-,5055
FBgn0004865,FBtr0306158,3L,+,5878
FBgn0004867,FBtr0079905,2L,-,1208
FBgn0004868,FBtr0306169,2L,-,2501
FBgn0004870,FBtr0072642,3L,-,5340
FBgn0004872,FBtr0080166,2L,-,3073
FBgn0004875,FBtr0073152,3L,+,9058
FBgn0004876,FBtr0305321,3R,-,6526
FBgn0004878,FBtr0078725,3R,-,3151
FBgn0004880,FBtr0073165,3L,+,9075
FBgn0004882,FBtr0334498,3R,-,9551
FBgn0004885,FBtr0084689,3R,+,5411
FBgn0004888,FBtr0303096,3L,+,1479
FBgn0004889,FBtr0082190,3R,-,5059
FBgn0004892,FBtr0077558,2L,-,2611
FBgn0004893,FBtr0077490,2L,+,4280
FBgn0004895,FBtr0309789,3L,+,1414
FBgn0004896,FBtr0071898,2R,+,2228
FBgn0004897,FBtr0339246,3R,+,2195
FBgn0004898,FBtr0084771,3R,+,1088
FBgn0004901,FBtr0081764,3R,-,2105
FBgn0004903,FBtr0085093,3R,-,3286
FBgn0004907,FBtr0088416,2R,+,3637
FBgn0004908,FBtr0081838,3R,+,656
FBgn0004910,FBtr0303422,3L,-,3545
FBgn0004911,FBtr0073162,3L,+,1275
FBgn0004913,FBtr0078837,3R,+,3274
FBgn0004914,FBtr0079747,2L,-,5377
FBgn0004915,FBtr0080025,2L,+,1604
FBgn0004919,FBtr0072459,2R,-,4156
FBgn0004921,FBtr0088647,2R,+,2773
FBgn0004924,FBtr0074005,X,+,6250
FBgn0004926,FBtr0075968,3L,-,1128
FBgn0004956,FBtr0074581,X,-,3125
FBgn0004957,FBtr0074577,X,-,2334
FBgn0004959,FBtr0074603,X,+,2203
FBgn0005198,FBtr0074819,3L,+,5795
FBgn0005278,FBtr0089437,2L,+,3559
FBgn0005322,FBtr0343612,2L,-,1719
FBgn0005355,FBtr0082665,3R,-,1596
FBgn0005386,FBtr0306009,3L,-,7615
FBgn0005390,FBtr0070892,X,-,5690
FBgn0005391,FBtr0339648,X,-,1618
FBgn0005411,FBtr0307176,X,-,1646
FBgn0005427,FBtr0100577,X,-,6973
FBgn0005533,FBtr0076479,3L,-,535
FBgn0005536,FBtr0308216,3L,+,8262
FBgn0005558,FBtr0089235,4,+,3720
FBgn0005561,FBtr0100344,4,+,5213
FBgn0005564,FBtr0112853,3L,-,4606
FBgn0005585,FBtr0334618,3R,-,1677
FBgn0005586,FBtr0088257,2R,-,3757
FBgn0005590,FBtr0343860,2L,-,1590
FBgn0005593,FBtr0343653,2L,+,1167
FBgn0005596,FBtr0085415,3R,-,4239
FBgn0005612,FBtr0343282,2R,+,3579
FBgn0005613,FBtr0087576,2R,-,3651
FBgn0005614,FBtr0088471,2R,+,3893
FBgn0005616,FBtr0077570,2L,-,3843
FBgn0005617,FBtr0081130,2L,-,5021
FBgn0005619,FBtr0345474,2R,+,3826
FBgn0005624,FBtr0345375,2R,-,6332
FBgn0005626,FBtr0345585,3L,-,3806
FBgn0005631,FBtr0343013,2R,-,6791
FBgn0005632,FBtr0085844,3R,+,10488
FBgn0005633,FBtr0332723,3L,-,1300
FBgn0005636,FBtr0072267,2R,+,3502
FBgn0005638,FBtr0339359,2R,-,2786
FBgn0005640,FBtr0073131,3L,+,6544
FBgn0005642,FBtr0085356,3R,-,3184
FBgn0005648,FBtr0088786,2R,+,2138
FBgn0005649,FBtr0333200,3R,-,4010
FBgn0005654,FBtr0087769,2R,-,3315
FBgn0005655,FBtr0086308,2R,-,1070
FBgn0005658,FBtr0077054,3L,+,4922
FBgn0005659,FBtr0085224,3R,+,3522
FBgn0005660,FBtr0344014,2L,-,5407
FBgn0005664,FBtr0080281,2L,+,2261
FBgn0005666,FBtr0089793,4,+,28019
FBgn0005670,FBtr0070428,X,-,2285
FBgn0005671,FBtr0082671,3R,-,2786
FBgn0005672,FBtr0081269,2L,-,1817
FBgn0005674,FBtr0084512,3R,-,5453
FBgn0005677,FBtr0080875,2L,-,4982
FBgn0005683,FBtr0333490,2L,-,2089
FBgn0005694,FBtr0078349,3L,+,4007
FBgn0005695,FBtr0088710,2R,+,2509
FBgn0005696,FBtr0114543,3R,+,2066
FBgn0005771,FBtr0342913,2L,+,2859
FBgn0005775,FBtr0309972,3L,-,5947
FBgn0005777,FBtr0082128,3R,+,2509
FBgn0005778,FBtr0071806,2R,-,1279
FBgn0005779,FBtr0077660,2L,+,1327
FBgn0008635,FBtr0074576,X,-,3203
FBgn0008636,FBtr0071556,2R,-,1798
FBgn0008646,FBtr0082880,3R,-,2122
FBgn0008651,FBtr0084092,3R,-,2744
FBgn0010014,FBtr0308348,X,+,1234
FBgn0010015,FBtr0085732,3R,+,3064
FBgn0010019,FBtr0070099,X,-,2279
FBgn0010038,FBtr0082569,3R,+,734
FBgn0010039,FBtr0082570,3R,+,746
FBgn0010040,FBtr0082571,3R,+,725
FBgn0010041,FBtr0082572,3R,+,840
FBgn0010042,FBtr0082573,3R,+,780
FBgn0010043,FBtr0082574,3R,+,756
FBgn0010044,FBtr0082575,3R,+,808
FBgn0010051,FBtr0078686,3R,+,10331
FBgn0010052,FBtr0087223,2R,+,2101
FBgn0010053,FBtr0086625,2R,-,1486
FBgn0010078,FBtr0071897,2R,+,542
FBgn0010097,FBtr0332572,2L,-,1628
FBgn0010100,FBtr0346587,2L,+,3103
FBgn0010105,FBtr0333023,3L,-,2495
FBgn0010109,FBtr0088803,2R,-,2036
FBgn0010113,FBtr0085619,3R,+,15063
FBgn0010114,FBtr0088606,2R,-,4332
FBgn0010173,FBtr0081867,3R,-,2135
FBgn0010194,FBtr0343046,X,-,4005
FBgn0010197,FBtr0112856,2L,-,3845
FBgn0010198,FBtr0073794,X,-,944
FBgn0010213,FBtr0345492,2R,-,1015
FBgn0010215,FBtr0070038,3L,-,3487
FBgn0010217,FBtr0333672,4,+,2386
FBgn0010220,FBtr0088564,2R,+,1670
FBgn0010222,FBtr0336761,3R,-,1516
FBgn0010223,FBtr0075354,3L,-,1825
FBgn0010225,FBtr0078968,3R,+,3376
FBgn0010226,FBtr0087006,2R,-,2275
FBgn0010228,FBtr0071674,2R,-,1604
FBgn0010235,FBtr0331555,3L,-,2065
FBgn0010238,FBtr0087933,2R,+,2156
FBgn0010240,FBtr0074129,X,+,1903
FBgn0010241,FBtr0087537,2R,+,4256
FBgn0010246,FBtr0072672,3L,+,3955
FBgn0010247,FBtr0113885,3R,-,3112
FBgn0010258,FBtr0082853,3R,-,1515
FBgn0010263,FBtr0290237,2L,+,8054
FBgn0010265,FBtr0346454,2L,-,899
FBgn0010269,FBtr0071313,X,+,1799
FBgn0010278,FBtr0072242,2R,-,2507
FBgn0010280,FBtr0075450,3L,+,5516
FBgn0010282,FBtr0081719,3R,+,1938
FBgn0010287,FBtr0079542,2L,+,983
FBgn0010288,FBtr0303459,2L,-,1196
FBgn0010292,FBtr0071090,X,+,1518
FBgn0010294,FBtr0070540,X,-,546
FBgn0010295,FBtr0070539,X,-,594
FBgn0010296,FBtr0070538,X,-,267
FBgn0010300,FBtr0081158,2L,+,12788
FBgn0010303,FBtr0330396,X,-,6215
FBgn0010309,FBtr0081194,2L,+,3334
FBgn0010313,FBtr0308119,3R,-,9294
FBgn0010314,FBtr0079799,2L,+,1147
FBgn0010315,FBtr0300391,X,-,2453
FBgn0010316,FBtr0088469,2R,+,2530
FBgn0010317,FBtr0073127,3L,+,1478
FBgn0010323,FBtr0347398,2L,-,2584
FBgn0010328,FBtr0085178,3R,-,6332
FBgn0010329,FBtr0089999,X,+,3868
FBgn0010333,FBtr0331868,3L,-,1805
FBgn0010339,FBtr0087976,2R,+,1304
FBgn0010340,FBtr0337095,3R,-,1200
FBgn0010341,FBtr0074751,X,+,2078
FBgn0010342,FBtr0088530,2R,+,1814
FBgn0010348,FBtr0299906,3L,-,2442
FBgn0010350,FBtr0346546,3L,+,2609
FBgn0010352,FBtr0333214,3L,+,5338
FBgn0010355,FBtr0081684,3R,+,6876
FBgn0010356,FBtr0088240,2R,-,2362
FBgn0010357,FBtr0088122,2R,+,1071
FBgn0010358,FBtr0088124,2R,+,810
FBgn0010359,FBtr0088159,2R,-,810
FBgn0010379,FBtr0083226,3R,+,4889
FBgn0010380,FBtr0074789,X,+,3228
FBgn0010382,FBtr0080777,2L,-,5047
FBgn0010383,FBtr0074610,X,-,3049
FBgn0010385,FBtr0088432,2R,-,399
FBgn0010387,FBtr0076915,3L,+,432
FBgn0010388,FBtr0087436,2R,+,754
FBgn0010389,FBtr0083549,3R,-,4094
FBgn0010391,FBtr0073480,X,-,2056
FBgn0010395,FBtr0346711,2L,+,3340
FBgn0010397,FBtr0087512,2R,-,2450
FBgn0010398,FBtr0080092,2L,+,1874
FBgn0010399,FBtr0078763,3R,-,4170
FBgn0010401,FBtr0300320,3R,+,604
FBgn0010403,FBtr0078655,3R,-,528
FBgn0010406,FBtr0076752,3L,+,1663
FBgn0010407,FBtr0079978,2L,+,2271
FBgn0010408,FBtr0342577,3L,-,1018
FBgn0010409,FBtr0086947,2R,-,635
FBgn0010411,FBtr0086273,2R,+,612
FBgn0010412,FBtr0074311,X,+,1254
FBgn0010414,FBtr0072362,2R,-,3725
FBgn0010415,FBtr0305897,2R,-,4202
FBgn0010416,FBtr0074305,X,-,2297
FBgn0010417,FBtr0074941,3L,+,2056
FBgn0010421,FBtr0082310,3R,-,1118
FBgn0010422,FBtr0332475,2L,-,1773
FBgn0010423,FBtr0345540,2R,-,791
FBgn0010424,FBtr0345120,3L,+,1059
FBgn0010425,FBtr0088160,2R,-,830
FBgn0010431,FBtr0076613,3L,+,1092
FBgn0010433,FBtr0081828,3R,+,1223
FBgn0010434,FBtr0086506,2R,+,6043
FBgn0010435,FBtr0072400,2R,-,3522
FBgn0010438,FBtr0083277,3R,-,575
FBgn0010441,FBtr0085179,3R,-,1931
FBgn0010452,FBtr0075890,3L,+,3365
FBgn0010453,FBtr0089291,2L,-,3367
FBgn0010470,FBtr0342897,2R,-,1800
FBgn0010473,FBtr0089268,2L,+,9888
FBgn0010482,FBtr0086137,2R,-,9515
FBgn0010488,FBtr0087786,2R,+,5665
FBgn0010497,FBtr0080292,2L,+,2426
FBgn0010501,FBtr0072062,2R,+,1749
FBgn0010504,FBtr0339296,2R,-,2633
FBgn0010516,FBtr0088083,2R,-,1579
FBgn0010520,FBtr0079874,2L,+,758
FBgn0010531,FBtr0333068,2R,-,977
FBgn0010548,FBtr0088993,2R,-,3593
FBgn0010549,FBtr0302504,2R,+,4499
FBgn0010551,FBtr0086614,2R,+,1889
FBgn0010583,FBtr0332973,2L,+,3735
FBgn0010590,FBtr0087262,2R,-,852
FBgn0010591,FBtr0087008,2R,-,2163
FBgn0010602,FBtr0310028,2L,-,1864
FBgn0010607,FBtr0079050,2L,-,1285
FBgn0010611,FBtr0087145,2R,+,2795
FBgn0010612,FBtr0305994,2L,-,789
FBgn0010620,FBtr0086909,2R,+,1717
FBgn0010621,FBtr0087987,2R,+,1981
FBgn0010622,FBtr0071985,2R,-,1174
FBgn0010638,FBtr0087498,2R,+,792
FBgn0010651,FBtr0345426,2R,-,3288
FBgn0010660,FBtr0071996,2R,-,5334
FBgn0010741,FBtr0332708,3L,-,993
FBgn0010747,FBtr0077169,3L,+,2015
FBgn0010750,FBtr0334899,3R,+,2040
FBgn0010762,FBtr0076262,3L,+,5134
FBgn0010768,FBtr0083733,3R,+,3258
FBgn0010770,FBtr0084012,3R,+,1477
FBgn0010772,FBtr0078728,3R,-,3325
FBgn0010774,FBtr0081642,3R,-,1328
FBgn0010786,FBtr0072679,3L,+,2556
FBgn0010803,FBtr0081981,3R,-,1683
FBgn0010808,FBtr0085745,3R,-,940
FBgn0010812,FBtr0081788,3R,+,3987
FBgn0010825,FBtr0076619,3L,+,8819
FBgn0010830,FBtr0078535,3L,-,2469
FBgn0010877,FBtr0083596,3R,-,3531
FBgn0010894,FBtr0077136,3L,-,2065
FBgn0010905,FBtr0304619,3L,-,10266
FBgn0010909,FBtr0072956,3L,-,6833
FBgn0010926,FBtr0347218,3R,-,4315
FBgn0011016,FBtr0075453,3L,+,950
FBgn0011020,FBtr0081569,3R,+,2802
FBgn0011202,FBtr0081410,2L,+,6718
FBgn0011204,FBtr0072706,3L,-,2801
FBgn0011205,FBtr0078186,3L,+,3513
FBgn0011206,FBtr0331858,3L,-,8169
FBgn0011207,FBtr0079847,2L,+,2045
FBgn0011211,FBtr0071883,2R,+,2252
FBgn0011217,FBtr0336876,3R,-,2375
FBgn0011224,FBtr0300269,3R,-,12120
FBgn0011225,FBtr0301367,3R,-,5641
FBgn0011227,FBtr0087861,2R,-,331
FBgn0011230,FBtr0079545,2L,-,16216
FBgn0011232,FBtr0079809,2L,+,3558
FBgn0011236,FBtr0072129,2R,+,3070
FBgn0011239,FBtr0080731,2L,+,1489
FBgn0011244,FBtr0078000,2L,+,2203
FBgn0011259,FBtr0303877,2L,+,10190
FBgn0011260,FBtr0087088,2R,+,4171
FBgn0011270,FBtr0082620,3R,-,1085
FBgn0011272,FBtr0079888,2L,+,1203
FBgn0011273,FBtr0301963,3R,+,1224
FBgn0011274,FBtr0081008,2L,-,5695
FBgn0011276,FBtr0070506,X,-,1428
FBgn0011277,FBtr0070691,X,-,1424
FBgn0011278,FBtr0084091,3R,-,2277
FBgn0011279,FBtr0075955,3L,+,546
