SYMBOL,tau,tissue,current_symbol,submitted_item,validated_id,FBID_KEY,ANNOTATION_SYMBOL,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,NAME,group
adp,0.845079265358445,testis,adp,adp,FBgn0000057,FBgn0000057,CG5124,2R,18154060,18151704,1,adipose,"(0.8,0.85]"
AdSL,0.770021817496002,ovary,AdSL,AdSL,FBgn0038467,FBgn0038467,CG3590,3R,17021120,17018780,-1,Adenylosuccinate Lyase,"(0.75,0.8]"
AdSS,0.681029735540025,malpighian.tubule,AdSS,AdSS,FBgn0027493,FBgn0027493,CG17273,3R,20830580,20824667,-1,Adenylosuccinate Synthetase,"(0.65,0.7]"
Aduk,0.517508401702259,gut,Aduk,Aduk,FBgn0037679,FBgn0037679,CG8866,3R,9334714,9332064,-1,Another Drosophila Unc-51-like kinase,"(0.5,0.55]"
Ae2,0.476989276928091,ovary,Ae2,Ae2,FBgn0036043,FBgn0036043,CG8177,3L,9786466,9763544,1,Anion exchanger 2,"(0.45,0.5]"
Aef1,0.511460672936231,trachea,Aef1,Aef1,FBgn0005694,FBgn0005694,CG5683,3L,21438639,21433422,1,Adult enhancer factor 1,"(0.5,0.55]"
Afg3l2,0.671764736977646,testis,Afg3l2,CG6512,FBgn0036702,FBgn0036702,CG6512,3L,17242128,17238613,-1,AFG3 like matrix AAA peptidase subunit 2,"(0.65,0.7]"
aft,0.806893786318813,testis,aft,aft,FBgn0026309,FBgn0026309,CG5032,2R,17788556,17786135,1,adrift,"(0.8,0.85]"
Afti,0.395459866362828,testis,Afti,Afti,FBgn0038223,FBgn0038223,CG8538,3R,14326689,14320191,-1,Aftiphilin,"(0.35,0.4]"
Ag5r,0.888751125246545,malpighian.tubule,Ag5r,Ag5r,FBgn0015010,FBgn0015010,CG9538,X,14786551,14784664,-1,Antigen 5-related,"(0.85,0.9]"
Ag5r2,0.953902071663386,gut,Ag5r2,Ag5r2,FBgn0020508,FBgn0020508,CG9540,X,14784052,14782962,-1,Antigen 5-related 2,"(0.95,1]"
AGBE,0.661267705683118,fat.body,AGBE,AGBE,FBgn0053138,FBgn0053138,CG33138,2R,13174796,13171401,1,"1,4-Alpha-Glucan Branching Enzyme","(0.65,0.7]"
AgmNAT,0.779396118271193,ovary,AgmNAT,AgmNAT,FBgn0029813,FBgn0029813,CG15766,X,5815820,5814864,-1,Agmatine N-acetyltransferase,"(0.75,0.8]"
ago,0.633944627962814,trachea,ago,ago,FBgn0041171,FBgn0041171,CG15010,3L,4254306,4246343,-1,archipelago,"(0.6,0.65]"
AGO1,0.229337434197239,malpighian.tubule,AGO1,AGO1,FBgn0262739,FBgn0262739,CG6671,2R,13958089,13943387,-1,Argonaute-1,"(0.2,0.25]"
AGO2,0.554075973377911,fat.body,AGO2,AGO2,FBgn0087035,FBgn0087035,CG7439,3L,15561042,15554113,1,Argonaute 2,"(0.55,0.6]"
AGO3,0.319428426764369,trachea,AGO3,AGO3,FBgn0250816,FBgn0250816,CG40300,3L,23689640,23554593,1,Argonaute 3,"(0.3,0.35]"
Agpat1,0.845489173473924,wing,Agpat1,Agpat1,FBgn0030421,FBgn0030421,CG3812,X,12772851,12765266,1,1-Acylglycerol-3-phosphate O-acyltransferase 1,"(0.8,0.85]"
Agpat2,0.757940929490384,testis,Agpat2,Agpat2,FBgn0026718,FBgn0026718,CG17608,2L,8463994,8449691,-1,1-Acylglycerol-3-phosphate O-acyltransferase 2,"(0.75,0.8]"
Agpat3,0.567419106326352,fat.body,Agpat3,Agpat3,FBgn0036623,FBgn0036623,CG4729,3L,16385957,16381772,-1,1-Acylglycerol-3-phosphate O-acyltransferase 3,"(0.55,0.6]"
Agpat4,0.688709984625214,gut,Agpat4,Agpat4,FBgn0036622,FBgn0036622,CG4753,3L,16381570,16378974,-1,1-Acylglycerol-3-phosphate O-acyltransferase 4,"(0.65,0.7]"
Agps,0.901088696795616,gut,Agps,ADPS,FBgn0033983,FBgn0033983,CG10253,2R,14934861,14929703,-1,Alkylglycerone phosphate synthase,"(0.9,0.95]"
agt,0.812015113357888,trachea,agt,agt,FBgn0024912,FBgn0024912,CG1303,3R,6660100,6658806,-1,O-6-alkylguanine-DNA alkyltransferase,"(0.8,0.85]"
Agxt,0.84599049014054,malpighian.tubule,Agxt,Spat,FBgn0014031,FBgn0014031,CG3926,X,6530726,6528948,1,Alanine-glyoxylate aminotransferase,"(0.8,0.85]"
Ahcy,0.748522383441113,ovary,Ahcy,Ahcy,FBgn0014455,FBgn0014455,CG11654,X,15453167,15450261,1,Adenosylhomocysteinase,"(0.7,0.75]"
AhcyL1,0.799974863643415,male.reproductive.glands,AhcyL1,AhcyL1,FBgn0035371,FBgn0035371,CG9977,3L,2772325,2768466,-1,Adenosylhomocysteinase like 1,"(0.75,0.8]"
AhcyL2,0.796707782111641,malpighian.tubule,AhcyL2,AhcyL2,FBgn0015011,FBgn0015011,CG8956,3R,16982158,16978439,-1,Adenosylhomocysteinase like 2,"(0.75,0.8]"
AIF,0.796088121061075,testis,AIF,AIF,FBgn0031392,FBgn0031392,CG7263,2L,2155389,2151754,1,Apoptosis inducing factor,"(0.75,0.8]"
AIMP1,0.709015250532455,ovary,AIMP1,AIMP1,FBgn0033351,FBgn0033351,CG8235,2R,8928105,8927014,-1,aaRS-interacting multifunctional protein 1,"(0.7,0.75]"
AIMP2,0.525514299476374,trachea,AIMP2,AIMP2,FBgn0036515,FBgn0036515,CG12304,3L,15585347,15583638,1,aaRS-interacting multifunctional protein 2,"(0.5,0.55]"
AIMP3,0.700304775719643,male.reproductive.glands,AIMP3,AIMP3,FBgn0050185,FBgn0050185,CG30185,2R,23544901,23544024,1,aaRS-interacting multifunctional protein 3,"(0.7,0.75]"
Ak6,0.723325056483549,ovary,Ak6,Ak6,FBgn0033754,FBgn0033754,CG8816,2R,12569847,12569014,-1,Adenylate kinase 6,"(0.7,0.75]"
Akap200,0.711490042803141,fat.body,Akap200,Akap200,FBgn0027932,FBgn0027932,CG13388,2L,8431297,8415690,1,A kinase anchor protein 200,"(0.7,0.75]"
Akh,0.664972766724076,body,Akh,Akh,FBgn0004552,FBgn0004552,CG1171,3L,4142070,4141467,1,Adipokinetic hormone,"(0.65,0.7]"
AkhR,0.924063356506901,fat.body,AkhR,AkhR,FBgn0025595,FBgn0025595,CG11325,2L,6716186,6711286,-1,Adipokinetic hormone receptor,"(0.9,0.95]"
akirin,0.527597510079709,trachea,akirin,akirin,FBgn0082598,FBgn0082598,CG8580,3L,7373711,7369843,1,akirin,"(0.5,0.55]"
Akr1B,0.687226682502909,malpighian.tubule,Akr1B,Akr1B,FBgn0086254,FBgn0086254,CG6084,3L,11624381,11620535,-1,Aldo-keto reductase 1B,"(0.65,0.7]"
Akt,0.679964614885054,fat.body,Akt,Akt1,FBgn0010379,FBgn0010379,CG4006,3R,16105670,16099228,1,Akt kinase,"(0.65,0.7]"
al,0.840088463294909,antenna,al,al,FBgn0000061,FBgn0000061,CG3935,2L,387439,378112,1,aristaless,"(0.8,0.85]"
Aladin,0.807163342148813,ovary,Aladin,Aladin,FBgn0030122,FBgn0030122,CG16892,X,9275653,9273413,1,Aladin,"(0.8,0.85]"
AlaRS,0.641110198017797,ovary,AlaRS,AlaRS,FBgn0027094,FBgn0027094,CG13391,2L,8381764,8378262,-1,Alanyl-tRNA synthetase,"(0.6,0.65]"
AlaRS-m,0.445117521074112,ovary,AlaRS-m,AlaRS-m,FBgn0028962,FBgn0028962,CG4633,3L,5149852,5146098,1,"Alanyl-tRNA synthetase, mitochondrial","(0.4,0.45]"
Alas,0.820158646443411,oenocyte,Alas,Alas,FBgn0020764,FBgn0020764,CG3017,2R,23966757,23964772,1,Aminolevulinate synthase,"(0.8,0.85]"
alc,0.410131975677842,malpighian.tubule,alc,alc,FBgn0260972,FBgn0260972,CG8057,2R,9137933,9135375,-1,alicorn,"(0.4,0.45]"
Ald1,0.309352366722957,body.wall,Ald1,Ald1,FBgn0000064,FBgn0000064,CG6058,3R,26261591,26254069,-1,Aldolase 1,"(0.3,0.35]"
Ald2,0.994774986753401,testis,Ald2,Ald2,FBgn0039425,FBgn0039425,CG5432,3R,26416192,26414088,1,Aldolase 2,"(0.95,1]"
Aldh,0.658591324262285,testis,Aldh,Aldh,FBgn0012036,FBgn0012036,CG3752,2L,9391567,9387389,1,Aldehyde dehydrogenase,"(0.65,0.7]"
Aldh-III,0.679621014847358,male.reproductive.glands,Aldh-III,Aldh-III,FBgn0010548,FBgn0010548,CG11140,2R,7477162,7466879,-1,Aldehyde dehydrogenase type III,"(0.65,0.7]"
Aldh7A1,0.92394867950479,malpighian.tubule,Aldh7A1,Aldh7A1,FBgn0036857,FBgn0036857,CG9629,3L,19268913,19266473,-1,Aldehyde dehydrogenase 7 family member A1,"(0.9,0.95]"
Alg-2,0.436359930689709,trachea,Alg-2,Alg-2,FBgn0086378,FBgn0086378,CG40410,3R,3627690,3623143,1,Apoptosis-linked gene-2,"(0.4,0.45]"
Alg1,0.527240894726757,male.reproductive.glands,Alg1,Alg1,FBgn0038552,FBgn0038552,CG18012,3R,17811134,17809401,-1,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase","(0.5,0.55]"
Alg10,0.80136809350475,testis,Alg10,Alg10,FBgn0052076,FBgn0052076,CG32076,3L,11166620,11164971,1,"ALG10 alpha-1,2-glucosyltransferase","(0.8,0.85]"
Alg11,0.674469741215653,male.reproductive.glands,Alg11,Alg11,FBgn0037108,FBgn0037108,CG11306,3L,21628571,21625806,1,"ALG11, alpha-1,2-mannosyltransferase","(0.65,0.7]"
Alg12,0.449313823612103,malpighian.tubule,Alg12,CG8412,FBgn0037743,FBgn0037743,CG8412,3R,9759313,9756491,1,"Alg12 alpha-1,6-mannosyltransferase","(0.4,0.45]"
Alg13,0.752371227735905,trachea,Alg13,CG14512,FBgn0039639,FBgn0039639,CG14512,3R,29138573,29137970,-1,Alg13 UDP-N-acetylglucosaminyltransferase subunit,"(0.75,0.8]"
Alg14,0.60030824651567,testis,Alg14,Alg14,FBgn0030645,FBgn0030645,CG6308,X,15472859,15472164,1,"ALG14, UDP-N-acetylglucosaminyltransferase subunit","(0.6,0.65]"
Alg2,0.842651960290212,male.reproductive.glands,Alg2,Alg2,FBgn0035401,FBgn0035401,CG1291,3L,3145284,3143808,1,"ALG2, alpha-1,3/1,6-mannosyltransferase","(0.8,0.85]"
Alg3,0.746695760796779,ovary,Alg3,Alg3,FBgn0011297,FBgn0011297,CG4084,2R,23709792,23705439,-1,"ALG3, alpha-1,3- mannosyltransferase","(0.7,0.75]"
Alg7,0.571226394004341,male.reproductive.glands,Alg7,CG5287,FBgn0032477,FBgn0032477,CG5287,2L,13183495,13179247,1,Alg7 dolichyl-phosphate N-acetylglucosaminephosphotransferase,"(0.55,0.6]"
Alg9,0.661463383346046,trachea,Alg9,Alg9,FBgn0039293,FBgn0039293,CG11851,3R,25224118,25221589,1,"ALG9, alpha-1,2-mannosyltransferase","(0.65,0.7]"
Alh,0.397094032284467,heart,Alh,Alh,FBgn0261238,FBgn0261238,CG1070,3R,7124185,7094596,-1,Alhambra,"(0.35,0.4]"
alien,0.665284255450901,testis,alien,alien,FBgn0013746,FBgn0013746,CG9556,2L,8997379,8993818,-1,alien,"(0.65,0.7]"
ALiX,0.503613669255186,gut,ALiX,ALiX,FBgn0086346,FBgn0086346,CG12876,3R,27700110,27696466,-1,ALG-2 interacting protein X,"(0.5,0.55]"
Alk,0.775290636803618,head,Alk,Alk,FBgn0040505,FBgn0040505,CG8250,2R,16640011,16625293,-1,Anaplastic lymphoma kinase,"(0.75,0.8]"
AlkB,0.630028626021479,trachea,AlkB,AlkB,FBgn0065035,FBgn0065035,CG33250,X,15859487,15858134,-1,AlkB,"(0.6,0.65]"
Alms1a,0.899793145888621,testis,Alms1a,CG12179,FBgn0025388,FBgn0025388,CG12179,X,4636004,4631052,-1,Alstrom syndrome 1a,"(0.85,0.9]"
Alms1b,0.988694805666241,testis,Alms1b,CG12184,FBgn0025387,FBgn0025387,CG12184,X,4630936,4627380,-1,Alstrom syndrome 1b,"(0.95,1]"
Alp1,0.930499655516319,ovary,Alp1,Alp1,FBgn0283479,FBgn0283479,CG5656,3L,21444819,21442227,-1,Alkaline phosphatase 1,"(0.9,0.95]"
Alp10,0.83828223430616,body,Alp10,Alp10,FBgn0035619,FBgn0035619,CG10592,3L,5595272,5592741,-1,Alkaline phosphatase 10,"(0.8,0.85]"
Alp11,0.992953128942125,testis,Alp11,Alp11,FBgn0030661,FBgn0030661,CG8105,X,15589365,15587733,1,Alkaline phosphatase 11,"(0.95,1]"
Alp12,0.86417950676718,malpighian.tubule,Alp12,Alp12,FBgn0032779,FBgn0032779,CG16771,2L,19429224,19424050,1,Alkaline phosphatase 12,"(0.85,0.9]"
Alp13,0.994442159553334,malpighian.tubule,Alp13,Alp13,FBgn0037786,FBgn0037786,CG5361,3R,10075373,10073821,-1,Alkaline phosphatase 13,"(0.95,1]"
Alp2,0.997448556136621,malpighian.tubule,Alp2,Alp2,FBgn0283480,FBgn0283480,CG3290,2R,22207987,22206005,-1,Alkaline phosphatase 2,"(0.95,1]"
Alp4,0.914764438069042,malpighian.tubule,Alp4,Alp4,FBgn0016123,FBgn0016123,CG1462,3R,31052540,31048929,1,Alkaline phosphatase 4,"(0.9,0.95]"
Alp5,0.839720524729221,gut,Alp5,Alp5,FBgn0038845,FBgn0038845,CG10827,3R,21006990,21005160,-1,Alkaline phosphatase 5,"(0.8,0.85]"
Alp6,0.90016371137935,gut,Alp6,Alp6,FBgn0033423,FBgn0033423,CG1809,2R,9563871,9561638,1,Alkaline phosphatase 6,"(0.9,0.95]"
Alp7,0.998789448497626,malpighian.tubule,Alp7,Alp7,FBgn0034710,FBgn0034710,CG3292,2R,22205593,22203694,-1,Alkaline phosphatase 7,"(0.95,1]"
Alp8,0.995552510627963,malpighian.tubule,Alp8,Alp8,FBgn0034712,FBgn0034712,CG3264,2R,22210765,22208464,-1,Alkaline phosphatase 8,"(0.95,1]"
Alp9,0.836025613080963,body,Alp9,Alp9,FBgn0035620,FBgn0035620,CG5150,3L,5597422,5595542,1,Alkaline phosphatase 9,"(0.8,0.85]"
alph,0.462326595017235,fat.body,alph,alph,FBgn0086361,FBgn0086361,CG1906,3R,29617157,29591831,1,alphabet,"(0.45,0.5]"
alpha-Cat,0.312549969191536,fat.body,alpha-Cat,alpha-Cat,FBgn0010215,FBgn0010215,CG17947,3L,23338100,23318646,-1,alpha Catenin,"(0.3,0.35]"
alpha-Catr,0.863458015880768,wing,alpha-Catr,alpha-Catr,FBgn0029105,FBgn0029105,CG2987,2R,23961631,23957842,1,alpha-catenin related,"(0.85,0.9]"
alpha-Est1,0.685982652504721,antenna,alpha-Est1,alpha-Est1,FBgn0015568,FBgn0015568,CG1031,3R,7549124,7545733,-1,alpha-Esterase-1,"(0.65,0.7]"
alpha-Est10,0.705254396623701,male.reproductive.glands,alpha-Est10,alpha-Est10,FBgn0015569,FBgn0015569,CG1131,3R,7493845,7486583,-1,alpha-Esterase-10,"(0.7,0.75]"
alpha-Est2,0.894455820179124,fat.body,alpha-Est2,alpha-Est2,FBgn0015570,FBgn0015570,CG2505,3R,7545230,7541810,1,alpha-Esterase-2,"(0.85,0.9]"
alpha-Est3,0.788976438244676,malpighian.tubule,alpha-Est3,alpha-Est3,FBgn0015571,FBgn0015571,CG1257,3R,7541631,7538972,-1,alpha-Esterase-3,"(0.75,0.8]"
alpha-Est4,0.893461250533132,malpighian.tubule,alpha-Est4,alpha-Est4,FBgn0015572,FBgn0015572,CG1082,3R,7538615,7536687,-1,alpha-Esterase-4,"(0.85,0.9]"
alpha-Est4aPsi,0.986300193851078,malpighian.tubule,alpha-Est4aPsi,alpha-Est4aPsi,FBgn0027934,FBgn0027934,CR31511,3R,7528068,7526369,1,alpha-Est4aPsi,"(0.95,1]"
alpha-Est5,0.833739953626248,gut,alpha-Est5,alpha-Est5,FBgn0261393,FBgn0261393,CG1089,3R,7536390,7533496,-1,alpha-Esterase-5,"(0.8,0.85]"
alpha-Est6,0.98913110698371,testis,alpha-Est6,alpha-Est6,FBgn0015574,FBgn0015574,CG1108,3R,7528777,7524567,-1,alpha-Esterase-6,"(0.95,1]"
alpha-Est7,0.829952013800803,fat.body,alpha-Est7,alpha-Est7,FBgn0015575,FBgn0015575,CG1112,3R,7523753,7519563,-1,alpha-Esterase-7,"(0.8,0.85]"
alpha-Est8,0.602122388165145,trachea,alpha-Est8,alpha-Est8,FBgn0015576,FBgn0015576,CG1121,3R,7515670,7509343,-1,alpha-Esterase-8,"(0.6,0.65]"
alpha-Est9,0.671628879168545,fat.body,alpha-Est9,alpha-Est9,FBgn0015577,FBgn0015577,CG1128,3R,7505098,7493921,-1,alpha-Esterase-9,"(0.65,0.7]"
alpha-Man-Ia,0.383745421746942,wing,alpha-Man-Ia,alpha-Man-Ia,FBgn0259170,FBgn0259170,CG42275,X,10325958,10266792,-1,alpha-Mannosidase class I a,"(0.35,0.4]"
alpha-Man-Ib,0.57959709802956,trachea,alpha-Man-Ib,alpha-Man-Ib,FBgn0039634,FBgn0039634,CG11874,3R,29112822,29109053,-1,alpha-Mannosidase class I b,"(0.55,0.6]"
alpha-Man-Ic,0.980601744115034,malpighian.tubule,alpha-Man-Ic,alpha-Man-Ic,FBgn0051202,FBgn0051202,CG31202,3R,29930386,29928701,-1,alpha-Mannosidase class I c,"(0.95,1]"
alpha-Man-IIa,0.576824638912917,male.reproductive.glands,alpha-Man-IIa,alpha-Man-IIa,FBgn0011740,FBgn0011740,CG18802,3R,9417264,9412548,1,alpha-Mannosidase class II a,"(0.55,0.6]"
alpha-Man-IIb,0.674554868135033,haltere,alpha-Man-IIb,alpha-Man-IIb,FBgn0026616,FBgn0026616,CG4606,3R,15824118,15804248,1,alpha-Mannosidase class II b,"(0.65,0.7]"
alpha-PheRS,0.766867805792034,ovary,alpha-PheRS,alpha-PheRS,FBgn0030007,FBgn0030007,CG2263,X,8145602,8143904,-1,"Phenylalanyl-tRNA synthetase, alpha-subunit","(0.75,0.8]"
alpha-Spec,0.552484213313132,wing,alpha-Spec,alpha-Spec,FBgn0250789,FBgn0250789,CG1977,3L,1795328,1778485,-1,alpha Spectrin,"(0.55,0.6]"
alpha4GT1,0.595660052504993,trachea,alpha4GT1,alpha4GT1,FBgn0031491,FBgn0031491,CG17223,2L,3023141,3021309,-1,"alpha1,4-galactosyltransferase 1","(0.55,0.6]"
alpha4GT2,0.72614240845879,male.reproductive.glands,alpha4GT2,alpha4GT2,FBgn0039378,FBgn0039378,CG5878,3R,25842878,25832230,1,"alpha1,4-galactosyltransferase 2","(0.7,0.75]"
alphaCOP,0.719985651066931,male.reproductive.glands,alphaCOP,alphaCOP,FBgn0025725,FBgn0025725,CG7961,3L,1645199,1641066,-1,Coat Protein (coatomer) alpha,"(0.7,0.75]"
alphaKap4,0.991090099576397,testis,alphaKap4,alphaKap4,FBgn0035657,FBgn0035657,CG10478,3L,6011021,6009446,-1,alpha Karyopherin-4,"(0.95,1]"
alphaSnap,0.607995746909247,wing,alphaSnap,alphaSnap,FBgn0250791,FBgn0250791,CG6625,3L,20316577,20313632,1,alpha Soluble NSF attachment protein,"(0.6,0.65]"
alphaTry,0.925054046157648,gut,alphaTry,alphaTry,FBgn0003863,FBgn0003863,CG18444,2R,11345119,11344260,-1,alphaTrypsin,"(0.9,0.95]"
alphaTub67C,0.922766053215038,ovary,alphaTub67C,alphaTub67C,FBgn0087040,FBgn0087040,CG8308,3L,9683370,9681268,1,alpha-Tubulin at 67C,"(0.9,0.95]"
alphaTub84B,0.68319295427133,testis,alphaTub84B,alphaTub84B,FBgn0003884,FBgn0003884,CG1913,3R,7088839,7086599,1,alpha-Tubulin at 84B,"(0.65,0.7]"
alphaTub84D,0.869814225182434,testis,alphaTub84D,alphaTub84D,FBgn0003885,FBgn0003885,CG2512,3R,7532732,7530753,1,alpha-Tubulin at 84D,"(0.85,0.9]"
alphaTub85E,0.987357170974715,testis,alphaTub85E,alphaTub85E,FBgn0003886,FBgn0003886,CG9476,3R,9733250,9731221,-1,alpha-Tubulin at 85E,"(0.95,1]"
Alr,0.734182080347137,testis,Alr,Alr,FBgn0031068,FBgn0031068,CG12534,X,19750167,19748314,1,Augmenter of liver regeneration,"(0.7,0.75]"
alrm,0.802759880075475,malpighian.tubule,alrm,alrm,FBgn0039332,FBgn0039332,CG11910,3R,25382781,25381065,-1,astrocytic leucine-rich repeat molecule,"(0.8,0.85]"
Als2,0.422603046762147,malpighian.tubule,Als2,Als2,FBgn0037116,FBgn0037116,CG7158,3L,21679755,21674394,-1,Amyotrophic lateral sclerosis 2,"(0.4,0.45]"
alt,0.556407520756152,ovary,alt,alt,FBgn0038535,FBgn0038535,CG18212,3R,17682515,17673732,-1,aluminum tubes,"(0.55,0.6]"
aly,0.997792590135924,testis,aly,aly,FBgn0004372,FBgn0004372,CG2075,3L,3026521,3024129,-1,always early,"(0.95,1]"
Ama,0.963149371162982,testis,Ama,Ama,FBgn0000071,FBgn0000071,CG2198,3R,6765261,6762593,1,Amalgam,"(0.95,1]"
Amacr,0.63387838429961,male.reproductive.glands,Amacr,Amacr,FBgn0032881,FBgn0032881,CG9319,2L,20752341,20750934,-1,Alpha-methylacyl-CoA racemase,"(0.6,0.65]"
amd,0.856165257069614,gut,amd,amd,FBgn0000075,FBgn0000075,CG10501,2L,19114110,19110154,1,alpha methyl dopa-resistant,"(0.85,0.9]"
amn,0.464183511915236,heart,amn,amn,FBgn0086782,FBgn0086782,CG11937,X,19890060,19886108,-1,amnesiac,"(0.45,0.5]"
Amnionless,0.893139204937734,heart,Amnionless,Amnionless,FBgn0025686,FBgn0025686,CG11592,2L,289144,287252,-1,Amnionless,"(0.85,0.9]"
amon,0.820781378774111,head,amon,amon,FBgn0023179,FBgn0023179,CG6438,3R,26714159,26697697,-1,amontillado,"(0.8,0.85]"
amos,0.896616376168655,fat.body,amos,amos,FBgn0003270,FBgn0003270,CG10393,2L,18596921,18596136,-1,absent MD neurons and olfactory sensilla,"(0.85,0.9]"
AMPdeam,0.461522809079455,gut,AMPdeam,AMPdeam,FBgn0052626,FBgn0052626,CG32626,X,13845866,13830741,-1,AMP deaminase,"(0.45,0.5]"
Amph,0.538824638099564,malpighian.tubule,Amph,Amph,FBgn0027356,FBgn0027356,CG8604,2R,12612068,12593604,1,Amphiphysin,"(0.5,0.55]"
AMPKalpha,0.589320104426099,malpighian.tubule,AMPKalpha,AMPKalpha,FBgn0023169,FBgn0023169,CG3051,X,1378896,1375536,1,AMP-activated protein kinase alpha subunit,"(0.55,0.6]"
Amt,0.936536646663061,antenna,Amt,Amt,FBgn0038309,FBgn0038309,CG6499,3R,15249137,15247163,-1,Ammonium transporter,"(0.9,0.95]"
Amun,0.4132772683838,trachea,Amun,Amun,FBgn0030328,FBgn0030328,CG2446,X,11715565,11710120,-1,Amun,"(0.4,0.45]"
amx,0.754438659296559,trachea,amx,amx,FBgn0000077,FBgn0000077,CG12127,X,9247336,9245915,-1,almondex,"(0.75,0.8]"
Amy-d,0.95855684678933,gut,Amy-d,Amy-d,FBgn0000078,FBgn0000078,CG17876,2R,17126369,17124764,1,Amylase distal,"(0.95,1]"
Amy-p,0.942621719191601,gut,Amy-p,Amy-p,FBgn0000079,FBgn0000079,CG18730,2R,17120303,17118636,-1,Amylase proximal,"(0.9,0.95]"
Amyrel,0.947878727121802,gut,Amyrel,Amyrel,FBgn0020506,FBgn0020506,CG8221,2R,16652699,16651095,-1,Amyrel,"(0.9,0.95]"
ana,0.943978623841226,testis,ana,ana,FBgn0011746,FBgn0011746,CG8084,2R,9077554,9062295,1,anachronism,"(0.9,0.95]"
ana1,0.721858352274438,testis,ana1,ana1,FBgn0262167,FBgn0262167,CG6631,3R,24536395,24530576,1,anastral spindle 1,"(0.7,0.75]"
ana2,0.897240234900707,trachea,ana2,ana2,FBgn0027513,FBgn0027513,CG8262,2R,8900211,8898729,-1,anastral spindle 2,"(0.85,0.9]"
ana3,0.875724226281956,testis,ana3,ana3,FBgn0266111,FBgn0266111,CG13162,2R,12351325,12344983,1,anastral spindle 3,"(0.85,0.9]"
Ance,0.674412152998251,gut,Ance,Ance,FBgn0012037,FBgn0012037,CG8827,2L,13909212,13905645,1,Angiotensin converting enzyme,"(0.65,0.7]"
Ance-2,0.885407939120561,fat.body,Ance-2,Ance-2,FBgn0032535,FBgn0032535,CG16869,2L,13911719,13909333,1,Ance-2,"(0.85,0.9]"
Ance-3,0.827201647555975,trachea,Ance-3,Ance-3,FBgn0032536,FBgn0032536,CG17988,2L,13956188,13914725,1,Ance-3,"(0.8,0.85]"
Ance-4,0.880833612612823,fat.body,Ance-4,Ance-4,FBgn0033366,FBgn0033366,CG8196,2R,9042142,9039728,-1,Ance-4,"(0.85,0.9]"
Ance-5,0.833849329359702,fat.body,Ance-5,Ance-5,FBgn0035076,FBgn0035076,CG10142,2R,24891023,24888628,-1,Ance-5,"(0.8,0.85]"
anchor,0.636168723826623,antenna,anchor,anchor,FBgn0036741,FBgn0036741,CG7510,3L,17630971,17621824,1,anchor,"(0.6,0.65]"
Andorra,0.994544623945824,testis,Andorra,Andorra,FBgn0030898,FBgn0030898,CG12611,X,18179472,18178526,-1,Andorra,"(0.95,1]"
angel,0.803240761257921,testis,angel,angel,FBgn0016762,FBgn0016762,CG12273,2R,23695232,23694003,1,angel,"(0.8,0.85]"
Ank,0.249802410166566,fat.body,Ank,Ank,FBgn0011747,FBgn0011747,CG1651,4,129849,115074,-1,Ankyrin,"(0.2,0.25]"
Ank2,0.84343398928999,wing,Ank2,Ank2,FBgn0261788,FBgn0261788,CG42734,3L,7718395,7655389,-1,Ankyrin 2,"(0.8,0.85]"
Ankle2,0.575899289865976,trachea,Ankle2,Ankle2,FBgn0028343,FBgn0028343,CG8465,X,17579229,17571854,-1,Ankle2,"(0.55,0.6]"
Ankrd49,0.859359027358806,testis,Ankrd49,l(2)35Be,FBgn0261881,FBgn0261881,CG4140,2L,15007431,15006583,-1,-,"(0.85,0.9]"
anne,0.338656206500691,antenna,anne,anne,FBgn0052000,FBgn0052000,CG32000,4,143123,132220,1,anne boleyn,"(0.3,0.35]"
Anp,0.992413398490816,male.reproductive.glands,Anp,Anp,FBgn0000094,FBgn0000094,CG1361,3R,30210382,30209948,1,Andropin,"(0.95,1]"
Ant2,0.968172020400232,testis,Ant2,Ant2,FBgn0025111,FBgn0025111,CG1683,X,10786907,10778954,-1,Adenine nucleotide translocase 2,"(0.95,1]"
antdh,0.987300924195511,antenna,antdh,antdh,FBgn0026268,FBgn0026268,CG1386,X,11169058,11168030,-1,antdh,"(0.95,1]"
Antp,0.897480095292022,wing,Antp,Antp,FBgn0260642,FBgn0260642,CG1028,3R,6999228,6896253,-1,Antennapedia,"(0.85,0.9]"
antr,0.99393428045368,male.reproductive.glands,antr,antr,FBgn0050488,FBgn0050488,CG30488,2R,12848004,12846848,-1,antares,"(0.95,1]"
AnxB10,0.801665327292366,wing,AnxB10,AnxB10,FBgn0000084,FBgn0000084,CG9579,X,20173514,20171445,-1,Annexin B10,"(0.8,0.85]"
AnxB11,0.653709241023496,male.reproductive.glands,AnxB11,AnxB11,FBgn0030749,FBgn0030749,CG9968,X,16422265,16416958,-1,Annexin B11,"(0.65,0.7]"
AnxB9,0.516206784541746,heart,AnxB9,AnxB9,FBgn0000083,FBgn0000083,CG5730,3R,21070917,21065241,1,Annexin B9,"(0.5,0.55]"
aop,0.273825790930315,trachea,aop,aop,FBgn0000097,FBgn0000097,CG3166,2L,2178754,2156484,-1,anterior open,"(0.25,0.3]"
