ensembl_id,gene_age,gene_Interval
FBgn0036889,419,358-480
FBgn0036890,419,358-480
FBgn0020277,419,358-480
FBgn0036895,202,132-272
FBgn0036896,291,272-310
FBgn0036900,291,272-310
FBgn0036905,91,50-132
FBgn0036991,91,50-132
FBgn0036993,91,50-132
FBgn0052428,91,50-132
FBgn0037014,91,50-132
FBgn0037015,91,50-132
FBgn0085289,91,50-132
FBgn0037016,91,50-132
FBgn0045474,91,50-132
FBgn0037023,91,50-132
FBgn0037025,91,50-132
FBgn0004552,91,50-132
FBgn0052260,202,132-272
FBgn0035504,556,530-583
FBgn0035508,556,530-583
FBgn0035510,419,358-480
FBgn0035512,291,272-310
FBgn0017572,291,272-310
FBgn0015218,1488,1480-1496
FBgn0052026,291,272-310
FBgn0035933,91,50-132
FBgn0035932,91,50-132
FBgn0035931,291,272-310
FBgn0085456,291,272-310
FBgn0085455,291,272-310
FBgn0052023,291,272-310
FBgn0035929,291,272-310
FBgn0035926,202,132-272
FBgn0035924,202,132-272
FBgn0040828,202,132-272
FBgn0000356,202,132-272
FBgn0000358,202,132-272
FBgn0000355,202,132-272
FBgn0000357,202,132-272
FBgn0035921,202,132-272
FBgn0035917,202,132-272
FBgn0036242,202,132-272
FBgn0053703,202,132-272
FBgn0053702,43,37-50
FBgn0036010,43,37-50
FBgn0036016,43,37-50
FBgn0036019,202,132-272
FBgn0039467,202,132-272
FBgn0041625,341,325-358
FBgn0041623,341,325-358
FBgn0041624,341,325-358
FBgn0032211,341,325-358
FBgn0030711,341,325-358
FBgn0037384,341,325-358
FBgn0035263,341,325-358
FBgn0011762,341,325-358
FBgn0031361,>4290,>4290
FBgn0031574,987,952-1023
FBgn0026147,987,952-1023
FBgn0033936,1292,1105-1480
FBgn0031444,202,132-272
FBgn0031457,202,132-272
FBgn0027342,987,952-1023
FBgn0032845,950,948-952
FBgn0022359,886,824-948
FBgn0024289,886,824-948
FBgn0038755,886,824-948
FBgn0029114,810,797-824
FBgn0027359,810,797-824
FBgn0002573,810,797-824
FBgn0061362,>4290,>4290
FBgn0032524,1064,1023-1105
FBgn0000426,1488,1480-1496
FBgn0040377,>4290,>4290
FBgn0022097,>4290,>4290
FBgn0023520,>4290,>4290
FBgn0263599,>4290,>4290
FBgn0037009,1488,1480-1496
FBgn0010292,1488,1480-1496
FBgn0028931,8,6-11
FBgn0033879,1714,1660-1768
FBgn0259704,>4290,>4290
FBgn0085421,1488,1480-1496
FBgn0035357,1488,1480-1496
FBgn0040238,775,753-797
FBgn0036491,775,753-797
FBgn0036492,775,753-797
FBgn0037652,775,753-797
FBgn0027528,202,132-272
FBgn0029067,1488,1480-1496
FBgn0004882,987,952-1023
FBgn0032378,987,952-1023
FBgn0021856,987,952-1023
FBgn0037963,748,743-753
FBgn0040389,748,743-753
FBgn0034002,748,743-753
FBgn0052068,748,743-753
FBgn0030093,1488,1480-1496
FBgn0053080,987,952-1023
FBgn0026373,>4290,>4290
FBgn0034681,91,50-132
FBgn0029709,1292,1105-1480
FBgn0030063,1292,1105-1480
FBgn0032793,1292,1105-1480
FBgn0261602,>4290,>4290
FBgn0030306,>4290,>4290
FBgn0038989,987,952-1023
FBgn0036299,950,948-952
FBgn0261596,950,948-952
FBgn0004577,748,743-753
FBgn0038469,748,743-753
FBgn0030092,748,743-753
FBgn0015393,748,743-753
FBgn0035947,748,743-753
FBgn0011589,950,948-952
FBgn0036805,987,952-1023
FBgn0038429,1488,1480-1496
FBgn0036318,1488,1480-1496
FBgn0001170,950,948-952
FBgn0011802,950,948-952
FBgn0004636,1488,1480-1496
FBgn0004868,>4290,>4290
FBgn0025186,886,824-948
FBgn0035520,987,952-1023
FBgn0003462,950,948-952
FBgn0005674,>4290,>4290
FBgn0030717,950,948-952
FBgn0032664,950,948-952
FBgn0036557,950,948-952
FBgn0023175,1714,1660-1768
FBgn0024909,1714,1660-1768
FBgn0032651,810,797-824
FBgn0039836,810,797-824
FBgn0086130,>4290,>4290
FBgn0034091,987,952-1023
FBgn0036157,>4290,>4290
FBgn0003515,>4290,>4290
FBgn0086855,>4290,>4290
FBgn0001330,>4290,>4290
FBgn0035852,22,11-34
FBgn0051148,987,952-1023
FBgn0051414,987,952-1023
FBgn0000028,987,952-1023
FBgn0285910,>4290,>4290
FBgn0013531,>4290,>4290
FBgn0031676,950,948-952
FBgn0034963,950,948-952
FBgn0038046,987,952-1023
FBgn0033428,1488,1480-1496
FBgn0052062,1488,1480-1496
FBgn0085386,886,824-948
FBgn0004646,775,753-797
FBgn0033690,950,948-952
FBgn0015765,317,310-325
FBgn0037386,22,11-34
FBgn0032919,>4290,>4290
FBgn0037526,1488,1480-1496
FBgn0262733,341,325-358
FBgn0003401,1488,1480-1496
FBgn0033463,1488,1480-1496
FBgn0010383,950,948-952
FBgn0033431,987,952-1023
FBgn0034427,22,11-34
FBgn0034665,987,952-1023
FBgn0033324,202,132-272
FBgn0033599,202,132-272
FBgn0033323,202,132-272
FBgn0033326,202,132-272
FBgn0034156,202,132-272
FBgn0033050,202,132-272
FBgn0035959,202,132-272
FBgn0036305,775,753-797
FBgn0086446,775,753-797
FBgn0039737,775,753-797
FBgn0034059,775,753-797
FBgn0039651,1714,1660-1768
FBgn0035600,1714,1660-1768
FBgn0031265,1488,1480-1496
FBgn0250830,1488,1480-1496
FBgn0020392,1488,1480-1496
FBgn0260008,1488,1480-1496
FBgn0050354,1488,1480-1496
FBgn0011305,1488,1480-1496
FBgn0034025,775,753-797
FBgn0031607,950,948-952
FBgn0260642,810,797-824
FBgn0028331,810,797-824
FBgn0037138,1714,1660-1768
FBgn0036403,202,132-272
FBgn0053092,202,132-272
FBgn0031980,202,132-272
FBgn0030800,202,132-272
FBgn0264908,886,824-948
FBgn0027873,1714,1660-1768
FBgn0027581,1714,1660-1768
FBgn0013954,1488,1480-1496
FBgn0040505,987,952-1023
FBgn0031877,987,952-1023
FBgn0035437,987,952-1023
FBgn0034560,886,824-948
FBgn0034554,886,824-948
FBgn0033542,886,824-948
FBgn0034243,>4290,>4290
FBgn0023129,>4290,>4290
FBgn0037546,810,797-824
FBgn0030482,810,797-824
FBgn0039120,810,797-824
FBgn0000008,987,952-1023
FBgn0039611,202,132-272
FBgn0037727,202,132-272
FBgn0039024,202,132-272
FBgn0039612,202,132-272
FBgn0039564,202,132-272
FBgn0027578,202,132-272
FBgn0039613,202,132-272
FBgn0038369,1488,1480-1496
FBgn0065032,1488,1480-1496
FBgn0025700,1488,1480-1496
FBgn0030975,1714,1660-1768
FBgn0014028,1714,1660-1768
FBgn0001257,1714,1660-1768
FBgn0015561,1714,1660-1768
FBgn0266673,1714,1660-1768
FBgn0001983,950,948-952
FBgn0034543,1488,1480-1496
FBgn0028996,1488,1480-1496
FBgn0032796,987,952-1023
FBgn0019985,202,132-272
FBgn0037467,202,132-272
FBgn0003447,202,132-272
FBgn0086675,950,948-952
FBgn0010263,950,948-952
FBgn0029837,950,948-952
FBgn0033507,950,948-952
FBgn0034202,43,37-50
FBgn0033474,91,50-132
FBgn0039590,91,50-132
FBgn0028926,1488,1480-1496
FBgn0016684,341,325-358
FBgn0034490,987,952-1023
FBgn0038099,291,272-310
FBgn0024315,987,952-1023
FBgn0029727,43,37-50
FBgn0058263,987,952-1023
FBgn0034521,987,952-1023
FBgn0030816,>4290,>4290
FBgn0030817,>4290,>4290
FBgn0030734,1488,1480-1496
FBgn0037498,1488,1480-1496
FBgn0035791,775,753-797
FBgn0003410,91,50-132
FBgn0260745,886,824-948
FBgn0010198,>4290,>4290
FBgn0033555,>4290,>4290
FBgn0039008,>4290,>4290
FBgn0036828,810,797-824
FBgn0038445,35,34-37
FBgn0031333,91,50-132
FBgn0031332,91,50-132
FBgn0012058,1714,1660-1768
FBgn0030524,>4290,>4290
FBgn0085521,>4290,>4290
FBgn0085693,>4290,>4290
FBgn0030085,>4290,>4290
FBgn0052708,>4290,>4290
FBgn0052706,>4290,>4290
FBgn0037702,>4290,>4290
FBgn0030858,>4290,>4290
FBgn0038396,>4290,>4290
FBgn0037301,>4290,>4290
FBgn0039668,810,797-824
FBgn0003321,1488,1480-1496
FBgn0028400,950,948-952
FBgn0036892,950,948-952
FBgn0028897,950,948-952
FBgn0034989,1292,1105-1480
FBgn0028342,1292,1105-1480
FBgn0031006,1292,1105-1480
FBgn0250903,91,50-132
FBgn0039291,91,50-132
FBgn0038118,1488,1480-1496
FBgn0243513,1488,1480-1496
FBgn0035107,1488,1480-1496
FBgn0035838,1488,1480-1496
FBgn0026738,1488,1480-1496
FBgn0267487,987,952-1023
FBgn0035213,950,948-952
FBgn0000251,950,948-952
FBgn0034893,950,948-952
FBgn0017579,950,948-952
FBgn0034902,950,948-952
FBgn0031611,>4290,>4290
FBgn0031436,>4290,>4290
FBgn0085438,202,132-272
FBgn0032499,202,132-272
FBgn0003430,886,824-948
FBgn0025724,>4290,>4290
FBgn0266671,>4290,>4290
FBgn0011653,672,601-743
FBgn0283657,987,952-1023
FBgn0040918,987,952-1023
FBgn0259878,886,824-948
FBgn0037937,810,797-824
FBgn0266848,810,797-824
FBgn0022960,810,797-824
FBgn0039055,810,797-824
FBgn0010014,1488,1480-1496
FBgn0015614,1488,1480-1496
FBgn0029176,>4290,>4290
FBgn0050083,22,11-34
FBgn0053465,35,34-37
FBgn0053461,748,743-753
FBgn0050286,748,743-753
FBgn0050087,22,11-34
FBgn0050098,748,743-753
FBgn0053460,748,743-753
FBgn0050091,35,34-37
FBgn0032549,748,743-753
FBgn0263041,748,743-753
FBgn0050088,22,11-34
FBgn0034221,35,34-37
FBgn0050090,22,11-34
FBgn0028866,748,743-753
FBgn0263999,22,11-34
FBgn0032551,748,743-753
FBgn0050082,22,11-34
FBgn0262570,35,34-37
FBgn0053462,748,743-753
FBgn0263040,748,743-753
FBgn0034703,>4290,>4290
FBgn0033005,>4290,>4290
FBgn0039705,>4290,>4290
FBgn0037747,>4290,>4290
FBgn0032754,22,11-34
FBgn0025628,987,952-1023
FBgn0000052,987,952-1023
FBgn0022027,987,952-1023
FBgn0021761,987,952-1023
FBgn0267398,987,952-1023
FBgn0034728,987,952-1023
FBgn0041164,1488,1480-1496
FBgn0034925,1488,1480-1496
FBgn0265272,202,132-272
FBgn0037431,202,132-272
FBgn0038972,317,310-325
FBgn0038973,317,310-325
FBgn0029664,987,952-1023
FBgn0029906,1488,1480-1496
FBgn0262743,1292,1105-1480
FBgn0000542,1292,1105-1480
FBgn0259146,886,824-948
FBgn0050290,886,824-948
FBgn0004510,950,948-952
FBgn0262483,950,948-952
FBgn0050499,950,948-952
FBgn0029508,1488,1480-1496
FBgn0033135,1488,1480-1496
FBgn0033124,1488,1480-1496
FBgn0033129,1488,1480-1496
FBgn0016032,1488,1480-1496
FBgn0027602,950,948-952
FBgn0030743,950,948-952
FBgn0030507,950,948-952
FBgn0030955,291,272-310
FBgn0025837,950,948-952
FBgn0030932,950,948-952
FBgn0085457,419,358-480
FBgn0037940,419,358-480
FBgn0085458,419,358-480
FBgn0031644,419,358-480
FBgn0035253,419,358-480
FBgn0036117,>4290,>4290
FBgn0038431,419,358-480
FBgn0028878,22,11-34
FBgn0086655,22,11-34
FBgn0028394,22,11-34
FBgn0050380,22,11-34
FBgn0036288,22,11-34
FBgn0036286,22,11-34
FBgn0031496,22,11-34
FBgn0031214,592,583-601
FBgn0031213,592,583-601
FBgn0039044,592,583-601
FBgn0039038,419,358-480
FBgn0052206,672,601-743
FBgn0035575,202,132-272
FBgn0263258,202,132-272
FBgn0030695,317,310-325
FBgn0033761,22,11-34
FBgn0284243,1488,1480-1496
FBgn0259242,291,272-310
FBgn0038422,317,310-325
FBgn0030589,419,358-480
FBgn0030588,419,358-480
FBgn0038000,419,358-480
FBgn0034096,592,583-601
FBgn0034094,419,358-480
FBgn0265597,419,358-480
FBgn0035528,419,358-480
FBgn0050481,419,358-480
FBgn0029851,419,358-480
FBgn0030799,419,358-480
FBgn0037684,1488,1480-1496
FBgn0030509,291,272-310
FBgn0001150,291,272-310
FBgn0039419,987,952-1023
FBgn0034276,672,601-743
FBgn0037324,419,358-480
FBgn0037323,419,358-480
FBgn0037322,291,272-310
FBgn0001112,419,358-480
FBgn0011581,419,358-480
FBgn0033809,775,753-797
FBgn0038839,950,948-952
FBgn0038475,950,948-952
FBgn0028888,419,358-480
FBgn0035522,419,358-480
FBgn0053003,419,358-480
FBgn0032515,775,753-797
FBgn0036306,1292,1105-1480
FBgn0039728,341,325-358
FBgn0033793,341,325-358
FBgn0032669,291,272-310
FBgn0032670,291,272-310
FBgn0032668,291,272-310
FBgn0002931,886,824-948
FBgn0036101,419,358-480
FBgn0039808,419,358-480
FBgn0032200,419,358-480
FBgn0005633,419,358-480
FBgn0031859,419,358-480
FBgn0261799,419,358-480
FBgn0085405,419,358-480
FBgn0034519,419,358-480
FBgn0026433,1292,1105-1480
FBgn0023513,1292,1105-1480
FBgn0038958,1292,1105-1480
FBgn0283741,341,325-358
FBgn0037924,341,325-358
FBgn0031906,886,824-948
FBgn0038260,419,358-480
FBgn0038719,419,358-480
FBgn0038720,419,358-480
FBgn0038717,419,358-480
FBgn0038262,419,358-480
FBgn0038718,419,358-480
FBgn0038261,419,358-480
FBgn0038715,419,358-480
FBgn0038716,419,358-480
FBgn0264357,419,358-480
FBgn0037972,291,272-310
FBgn0031320,291,272-310
FBgn0028424,291,272-310
FBgn0264711,291,272-310
FBgn0035982,291,272-310
FBgn0036225,202,132-272
FBgn0036228,91,50-132
FBgn0036230,91,50-132
FBgn0262986,91,50-132
FBgn0028573,91,50-132
FBgn0259748,91,50-132
FBgn0036232,91,50-132
FBgn0036940,91,50-132
FBgn0262022,91,50-132
FBgn0036948,202,132-272
FBgn0036949,202,132-272
FBgn0036950,202,132-272
FBgn0036952,202,132-272
FBgn0036953,202,132-272
FBgn0052227,202,132-272
FBgn0010387,419,358-480
FBgn0035743,202,132-272
FBgn0035742,202,132-272
FBgn0035737,202,132-272
FBgn0035735,91,50-132
FBgn0052391,43,37-50
FBgn0035730,43,37-50
FBgn0036266,43,37-50
FBgn0052100,43,37-50
FBgn0037099,43,37-50
FBgn0052461,43,37-50
FBgn0037207,202,132-272
FBgn0037206,202,132-272
FBgn0037204,202,132-272
FBgn0053170,202,132-272
FBgn0053169,202,132-272
FBgn0037197,202,132-272
FBgn0052459,202,132-272
FBgn0037191,202,132-272
FBgn0011279,202,132-272
FBgn0040799,202,132-272
FBgn0040798,202,132-272
FBgn0085271,202,132-272
FBgn0014343,950,948-952
FBgn0052109,950,948-952
FBgn0015025,950,948-952
FBgn0036547,950,948-952
FBgn0036126,950,948-952
FBgn0052182,950,948-952
FBgn0085280,950,948-952
FBgn0040837,950,948-952
FBgn0016036,950,948-952
FBgn0052270,202,132-272
FBgn0052269,91,50-132
FBgn0053160,91,50-132
FBgn0052277,91,50-132
FBgn0053159,91,50-132
FBgn0052271,202,132-272
FBgn0047135,202,132-272
FBgn0035414,202,132-272
FBgn0035413,291,272-310
FBgn0260430,291,272-310
FBgn0035412,43,37-50
FBgn0052284,43,37-50
FBgn0260026,43,37-50
FBgn0035409,419,358-480
FBgn0052278,419,358-480
FBgn0085284,419,358-480
FBgn0036818,419,358-480
FBgn0002838,91,50-132
FBgn0036815,91,50-132
FBgn0036810,202,132-272
FBgn0036324,202,132-272
FBgn0052115,91,50-132
FBgn0037134,91,50-132
FBgn0264487,91,50-132
FBgn0037131,91,50-132
FBgn0037129,91,50-132
FBgn0037128,91,50-132
FBgn0037127,91,50-132
FBgn0037126,202,132-272
FBgn0053290,202,132-272
FBgn0037125,202,132-272
FBgn0037124,202,132-272
FBgn0037123,202,132-272
FBgn0037122,202,132-272
FBgn0037117,202,132-272
FBgn0032631,202,132-272
FBgn0037115,202,132-272
FBgn0037114,202,132-272
FBgn0052446,202,132-272
FBgn0050385,202,132-272
FBgn0036938,202,132-272
FBgn0036406,202,132-272
FBgn0036411,202,132-272
FBgn0035279,202,132-272
FBgn0035280,317,310-325
FBgn0035282,317,310-325
FBgn0035286,317,310-325
FBgn0002872,317,310-325
FBgn0035295,317,310-325
FBgn0041342,419,358-480
FBgn0037137,419,358-480
FBgn0046301,202,132-272
FBgn0036342,202,132-272
FBgn0035371,987,952-1023
FBgn0015011,987,952-1023
FBgn0002789,987,952-1023
FBgn0036516,1488,1480-1496
FBgn0263200,1488,1480-1496
FBgn0010397,987,952-1023
FBgn0002525,987,952-1023
FBgn0045064,987,952-1023
FBgn0052944,987,952-1023
FBgn0085425,775,753-797
FBgn0037371,775,753-797
FBgn0038221,775,753-797
FBgn0038576,1064,1023-1105
FBgn0025674,1488,1480-1496
FBgn0027497,987,952-1023
FBgn0033199,987,952-1023
FBgn0032906,987,952-1023
FBgn0013432,987,952-1023
FBgn0026418,1488,1480-1496
FBgn0004959,810,797-824
FBgn0036910,810,797-824
FBgn0031036,987,952-1023
FBgn0267350,1488,1480-1496
FBgn0036514,1488,1480-1496
FBgn0266672,1488,1480-1496
FBgn0037816,886,824-948
FBgn0030582,1064,1023-1105
FBgn0086707,1292,1105-1480
FBgn0005278,1292,1105-1480
FBgn0034417,886,824-948
FBgn0270927,886,824-948
FBgn0026409,1714,1660-1768
FBgn0034497,1714,1660-1768
FBgn0003145,886,824-948
FBgn0031635,886,824-948
FBgn0260439,886,824-948
FBgn0033122,886,824-948
FBgn0008646,886,824-948
FBgn0020391,987,952-1023
FBgn0036208,987,952-1023
FBgn0030552,1292,1105-1480
FBgn0035243,1292,1105-1480
FBgn0028707,1292,1105-1480
FBgn0039205,>4290,>4290
FBgn0039137,>4290,>4290
FBgn0001124,>4290,>4290
FBgn0029153,91,50-132
FBgn0034127,91,50-132
FBgn0029154,91,50-132
FBgn0003130,950,948-952
FBgn0051354,950,948-952
FBgn0013275,950,948-952
FBgn0013279,950,948-952
FBgn0013276,950,948-952
FBgn0001230,950,948-952
FBgn0001217,950,948-952
FBgn0013278,950,948-952
FBgn0013277,950,948-952
FBgn0025595,950,948-952
FBgn0011672,950,948-952
FBgn0264607,1488,1480-1496
FBgn0041627,1714,1660-1768
FBgn0004102,886,824-948
FBgn0027597,987,952-1023
FBgn0034012,886,824-948
FBgn0019890,886,824-948
FBgn0000546,810,797-824
FBgn0000709,1488,1480-1496
FBgn0035432,810,797-824
FBgn0038902,987,952-1023
FBgn0019650,886,824-948
FBgn0052438,>4290,>4290
FBgn0036374,>4290,>4290
FBgn0033317,>4290,>4290
FBgn0024998,>4290,>4290
FBgn0028695,>4290,>4290
FBgn0036448,1488,1480-1496
FBgn0011284,1488,1480-1496
FBgn0039379,1488,1480-1496
FBgn0259231,317,310-325
FBgn0030954,317,310-325
FBgn0261984,317,310-325
FBgn0032644,317,310-325
FBgn0051365,950,948-952
FBgn0028737,987,952-1023
FBgn0010238,886,824-948
FBgn0086370,886,824-948
FBgn0263132,987,952-1023
FBgn0020235,987,952-1023
FBgn0030669,886,824-948
FBgn0029502,886,824-948
FBgn0036194,>4290,>4290
FBgn0039630,291,272-310
FBgn0039628,291,272-310
FBgn0039629,291,272-310
FBgn0004507,291,272-310
FBgn0010407,886,824-948
FBgn0032506,886,824-948
FBgn0002121,1064,1023-1105
FBgn0037379,1064,1023-1105
FBgn0085248,1064,1023-1105
FBgn0265342,1064,1023-1105
FBgn0262791,1064,1023-1105
FBgn0262837,1064,1023-1105
FBgn0262790,1064,1023-1105
FBgn0261686,1064,1023-1105
FBgn0033614,35,34-37
FBgn0265429,35,34-37
FBgn0259184,91,50-132
FBgn0033950,91,50-132
FBgn0260429,91,50-132
FBgn0083936,91,50-132
FBgn0262568,91,50-132
FBgn0264541,91,50-132
FBgn0261501,91,50-132
FBgn0265576,91,50-132
FBgn0262479,91,50-132
FBgn0262481,91,50-132
FBgn0053454,8,6-11
FBgn0262571,8,6-11
FBgn0262966,8,6-11
FBgn0040729,8,6-11
FBgn0265762,8,6-11
FBgn0265833,8,6-11
FBgn0263000,8,6-11
FBgn0259710,8,6-11
FBgn0260455,8,6-11
FBgn0034901,8,6-11
FBgn0262566,8,6-11
FBgn0052283,35,34-37
FBgn0262544,35,34-37
FBgn0035552,35,34-37
FBgn0265714,35,34-37
FBgn0262787,35,34-37
FBgn0259969,35,34-37
FBgn0266962,35,34-37
FBgn0259916,35,34-37
FBgn0264696,35,34-37
FBgn0053926,35,34-37
FBgn0014368,35,34-37
FBgn0052074,8,6-11
FBgn0036138,8,6-11
FBgn0263248,8,6-11
FBgn0262021,8,6-11
FBgn0052102,8,6-11
FBgn0264486,8,6-11
FBgn0259970,8,6-11
FBgn0036419,8,6-11
FBgn0085274,8,6-11
FBgn0028377,8,6-11
FBgn0260777,43,37-50
FBgn0264748,43,37-50
FBgn0264747,43,37-50
FBgn0264746,43,37-50
FBgn0028416,8,6-11
FBgn0028415,8,6-11
FBgn0263326,8,6-11
FBgn0266456,8,6-11
FBgn0259972,8,6-11
FBgn0264552,8,6-11
FBgn0004414,8,6-11
FBgn0263004,8,6-11
FBgn0266591,8,6-11
FBgn0260481,8,6-11
FBgn0262605,8,6-11
FBgn0266539,8,6-11
FBgn0037420,8,6-11
FBgn0046873,8,6-11
FBgn0265423,8,6-11
FBgn0262982,8,6-11
FBgn0261508,8,6-11
FBgn0265063,8,6-11
FBgn0038527,8,6-11
FBgn0265197,8,6-11
FBgn0265199,8,6-11
FBgn0266454,8,6-11
FBgn0261847,8,6-11
FBgn0038468,8,6-11
FBgn0263023,91,50-132
FBgn0266745,91,50-132
FBgn0264903,91,50-132
FBgn0262808,22,11-34
FBgn0260226,22,11-34
FBgn0266261,22,11-34
FBgn0260230,22,11-34
FBgn0037939,22,11-34
FBgn0267236,22,11-34
FBgn0262143,22,11-34
FBgn0263596,22,11-34
FBgn0262540,22,11-34
FBgn0039077,22,11-34
FBgn0002863,22,11-34
FBgn0266534,22,11-34
FBgn0053494,22,11-34
FBgn0262576,22,11-34
FBgn0265317,22,11-34
FBgn0267104,22,11-34
FBgn0267106,22,11-34
FBgn0266259,22,11-34
FBgn0261583,22,11-34
FBgn0030980,22,11-34
FBgn0030985,22,11-34
FBgn0085479,22,11-34
FBgn0052695,22,11-34
FBgn0052686,22,11-34
FBgn0030195,3,0-6
FBgn0052681,3,0-6
FBgn0030202,3,0-6
FBgn0030215,3,0-6
FBgn0030237,3,0-6
FBgn0031101,3,0-6
FBgn0031108,3,0-6
FBgn0261531,3,0-6
FBgn0031127,3,0-6
FBgn0031128,3,0-6
FBgn0031129,3,0-6
FBgn0031130,3,0-6
FBgn0031139,91,50-132
FBgn0040648,91,50-132
FBgn0031155,91,50-132
FBgn0031163,91,50-132
FBgn0031168,91,50-132
FBgn0031197,91,50-132
FBgn0053927,91,50-132
FBgn0037284,91,50-132
FBgn0040684,91,50-132
FBgn0051538,91,50-132
FBgn0051542,91,50-132
FBgn0038509,22,11-34
FBgn0264899,22,11-34
FBgn0004554,22,11-34
FBgn0038558,22,11-34
FBgn0263399,22,11-34
FBgn0265041,22,11-34
FBgn0262846,22,11-34
FBgn0262823,22,11-34
FBgn0051230,22,11-34
FBgn0038656,22,11-34
FBgn0259705,35,34-37
FBgn0051459,35,34-37
FBgn0045471,91,50-132
FBgn0262362,91,50-132
FBgn0004173,91,50-132
FBgn0037464,91,50-132
FBgn0037463,22,11-34
FBgn0019828,22,11-34
FBgn0026563,22,11-34
FBgn0262144,22,11-34
FBgn0261060,22,11-34
FBgn0262363,22,11-34
FBgn0037577,22,11-34
FBgn0037579,35,34-37
FBgn0033508,22,11-34
FBgn0259992,22,11-34
FBgn0265158,22,11-34
FBgn0037636,22,11-34
FBgn0037675,22,11-34
FBgn0263389,22,11-34
FBgn0051415,22,11-34
FBgn0002868,22,11-34
FBgn0053630,22,11-34
FBgn0261817,22,11-34
FBgn0037812,22,11-34
FBgn0051406,22,11-34
FBgn0263403,22,11-34
FBgn0037910,91,50-132
FBgn0085307,91,50-132
FBgn0038455,91,50-132
FBgn0263404,91,50-132
FBgn0037997,91,50-132
FBgn0264830,91,50-132
FBgn0264829,91,50-132
FBgn0259975,91,50-132
FBgn0038011,43,37-50
FBgn0038051,43,37-50
FBgn0038052,43,37-50
FBgn0038069,22,11-34
FBgn0263621,22,11-34
FBgn0038097,22,11-34
FBgn0038123,22,11-34
FBgn0038125,22,11-34
FBgn0040553,22,11-34
FBgn0038148,22,11-34
FBgn0261846,22,11-34
FBgn0038158,22,11-34
FBgn0003060,22,11-34
FBgn0051088,22,11-34
FBgn0038377,22,11-34
FBgn0263022,91,50-132
FBgn0038356,91,50-132
FBgn0264775,91,50-132
FBgn0038242,91,50-132
FBgn0038240,35,34-37
FBgn0262983,22,11-34
FBgn0051327,35,34-37
FBgn0051533,35,34-37
FBgn0038204,35,34-37
FBgn0262364,35,34-37
FBgn0262006,35,34-37
FBgn0262004,91,50-132
FBgn0040227,1714,1660-1768
FBgn0037994,1714,1660-1768
FBgn0011674,1714,1660-1768
FBgn0004910,950,948-952
FBgn0033735,950,948-952
FBgn0037130,950,948-952
FBgn0021906,950,948-952
FBgn0284257,950,948-952
FBgn0003865,810,797-824
FBgn0261952,810,797-824
FBgn0000394,810,797-824
FBgn0031188,810,797-824
FBgn0264492,810,797-824
FBgn0086711,810,797-824
FBgn0030268,987,952-1023
FBgn0000039,810,797-824
FBgn0013269,1488,1480-1496
FBgn0037653,1488,1480-1496
FBgn0013325,1488,1480-1496
FBgn0036104,>4290,>4290
FBgn0000416,>4290,>4290
FBgn0034537,>4290,>4290
FBgn0261549,987,952-1023
FBgn0083945,775,753-797
FBgn0031201,775,753-797
FBgn0032262,775,753-797
FBgn0050291,775,753-797
FBgn0261647,775,753-797
FBgn0052066,775,753-797
FBgn0030109,950,948-952
FBgn0083228,1488,1480-1496
FBgn0033935,1488,1480-1496
FBgn0003267,886,824-948
FBgn0261793,810,797-824
FBgn0005671,987,952-1023
FBgn0003141,987,952-1023
FBgn0052751,950,948-952
FBgn0052750,950,948-952
FBgn0040069,950,948-952
FBgn0029848,950,948-952
FBgn0028734,950,948-952
FBgn0030809,1714,1660-1768
FBgn0031086,202,132-272
FBgn0034070,950,948-952
FBgn0000377,1714,1660-1768
FBgn0031043,1488,1480-1496
FBgn0028978,1488,1480-1496
FBgn0036980,950,948-952
FBgn0036372,1488,1480-1496
FBgn0260972,1488,1480-1496
FBgn0020385,987,952-1023
FBgn0030558,1714,1660-1768
FBgn0264324,886,824-948
FBgn0024249,810,797-824
FBgn0015550,291,272-310
FBgn0050394,987,952-1023
FBgn0022023,1488,1480-1496
FBgn0260470,987,952-1023
FBgn0033460,1714,1660-1768
FBgn0028402,1714,1660-1768
FBgn0051648,1714,1660-1768
FBgn0030478,>4290,>4290
FBgn0024889,1292,1105-1480
FBgn0085638,886,824-948
FBgn0029093,1488,1480-1496
FBgn0030506,1488,1480-1496
FBgn0259245,775,753-797
FBgn0086907,202,132-272
FBgn0001978,1714,1660-1768
FBgn0082831,1714,1660-1768
FBgn0000121,987,952-1023
FBgn0037529,>4290,>4290
FBgn0040346,>4290,>4290
FBgn0025633,1064,1023-1105
FBgn0023177,1488,1480-1496
FBgn0036850,1488,1480-1496
FBgn0086445,1488,1480-1496
FBgn0000477,1488,1480-1496
FBgn0033739,950,948-952
FBgn0033713,950,948-952
FBgn0039557,950,948-952
FBgn0004391,950,948-952
FBgn0265297,1934,1768-2101
FBgn0028496,1934,1768-2101
